Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
162,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,405949010100000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
163,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
164,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
165,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229468,N/A,13/10/2021,SAO PAULO,SP
166,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,405949010100000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
167,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
168,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229469,N/A,13/10/2021,SAO PAULO,SP
169,1DMA -4.75-1.75/60 (8.5) LENTE CON,JOHNSON & JOHNSON,644683010200000000,1,4229468,N/A,13/10/2021,SAO PAULO,SP
170,1DMA -6.00-0.75/180 (8.5) LENTE CON,JOHNSON & JOHNSON,314696010300000495,1,4096961,45098903,31/05/2021,VILA VELHA,ES
171,"1ML 6X0,25 SERINGA INSULINA UNIQMED",SG TECNOLOGIA CLÍNICA,A20540,1,10328,287/2021,27/01/2021,"Av.Fábio Eduardo Ramos Esquivel,2100-Canhema-Diadema -SP",SP
172,"1ML 8X0,30 SERINGAS INSULINA UNIQMED",SG TECNOLOGIA CLÍNICA,A17326,1,10328,287/2021,27/01/2021,"Av.Fábio Eduardo Ramos Esquivel,2100-Canhema-Diadema -SP",SP
173,"200115|CLORETO DE SÓDIO 0,9% EP 1000ML",Laboratórios B.Braun S/A,21075384C1,100 peças (caixa com10 peças),561346,918-00250/2021,11/06/2021,Queimados,RJ
174,"200115|CLORETO DE SÓDIO 0,9% EP 1000ML",Laboratórios B.Braun S/A,21075391C1,5.400 peças (caixa com10 peças),561346,918-00250/2021,11/06/2021,Queimados,RJ
175,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779980 / P000109294,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
176,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779981 / P000109294,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
177,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779982 / P000109316,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
178,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779984 / P000109294,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
179,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779985 / P000109294,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
180,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779987 / P000109294,1,465786,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
181,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779991 / P000109294,1,465787,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
182,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY779995 / P000109294,1,465787,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
183,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782044 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
184,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782023 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
185,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782026 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
186,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782027 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
187,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782029 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
188,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782031 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
189,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782046 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
190,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782053 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
191,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782059 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
192,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782061 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
193,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782063 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
194,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782068 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
195,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782070 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
196,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782077 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
197,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782091 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
198,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782092 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
199,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782096 / P000109641,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
200,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782121 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
201,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782124 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
202,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782138 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
203,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782150 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
204,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782153 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
205,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782154 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
206,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782155 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
207,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782157 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
208,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782165 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
209,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782167 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
210,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782171 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
211,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782180 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
212,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782183 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
213,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782187 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
214,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782189 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
215,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782194 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
216,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782202 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
217,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782203 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
218,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782204 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
219,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782206 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
220,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782215 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
221,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782222 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
222,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782226 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
223,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782227 / P000109739,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
224,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782232 / P000109707,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
225,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782240 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
226,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782241 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
227,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782243 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
228,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782245 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
229,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782246 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
230,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782250 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
231,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782259 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
232,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782260 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
233,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782263 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
234,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782270 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
235,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782271 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
236,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782272 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
237,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782275 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
238,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782277 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
239,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782279 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
240,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782280 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
241,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782283 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
242,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782287 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
243,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782290 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
244,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782293 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
245,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782294 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
246,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782304 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
247,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782307 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
248,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782309 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
249,"2088TC/52 - TENDRIL STS MRI - ELETRODOENDOCARDICO FIXACAO ATIVA",St. Jude Medical Brasil Ltda.,CNY782312 / P000109738,1,465788,9130 / 2021 / 100929,16/08/2021,CANOAS,RS
250,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779980,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
251,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779981,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
252,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779982,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
253,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779984,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
254,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779985,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
255,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779987,1,465786,9130/2021/100929,16/08/2021,CANOAS,RS
256,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779991,1,465787,9130/2021/100929,16/08/2021,CANOAS,RS
257,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY779995,1,465787,9130/2021/100929,16/08/2021,CANOAS,RS
258,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782044,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
259,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782023,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
260,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782026,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
261,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782027,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
262,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782029,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
263,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782031,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
264,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782046,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
265,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782053,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
266,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782059,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
267,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782061,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
268,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782063,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
269,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782068,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
270,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782070,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
271,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782077,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
272,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782091,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
273,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782092,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
274,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782096,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
275,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782121,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
276,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782124,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
277,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782138,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
278,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782150,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
279,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782153,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
280,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782154,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
281,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782155,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
282,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782157,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
283,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782165,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
284,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782167,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
285,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782171,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
286,"2088TC/52 TENDRIL STS MRI/ELETRO. ENDOCARD FIX.ATIVA",ST. JUDE MEDICAL BRASIL LTDA.,CNY782180,1,465788,9130/2021/100929,16/08/2021,CANOAS,RS
