Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
153,ALBENDAZOL SUSP ORAL FR C/10ML-LG,EMS,0Y7121,300,1475624,095-00443/2019-02,18/04/2019,Vassouras,RJ
154,ALBENDAZOL SUSP ORAL FR C/10ML-LG,EMS,0Y7121,2200,1475627,095-00443/2019-02,18/04/2019,Vassouras,RJ
155,ALCACHOFRA,ASPEN PHARMA,E518030,60,162042,19.W.0117.0063484,09/05/2018,MANAUS,AM
156,ALCACHOFRA,ASPEN PHARMA,E518011,120,152094,8393371,16/10/2018,"RODOVIA 53, FAZENDA DO RETIRO / GOIANA -GOIAS",
157,ALEKTOS,TAKEDA DISTRIBUIDORA LTDA,434466,89 caixas,000229973,74-04260/2019-01,07/05/2019,SÃO GONÇALO,RJ
158,"ALENDRONATO DE SODIO 70MG 1 BLPT X 4CPR",CELLERA FARMACÊUTICA S.A.,7946,420 CTs,000208788-3,1343/2019,06/02/2019,ITAPEVA,MG
159,"ALENDRONATO DE SODIO 70MG 1 BLPT X 4CPR",CELLERA FARMACÊUTICA S.A.,7946,420 CTs,000208868-3,1343/2019,06/02/2019,ITAPEVA,MG
160,"ALENTHUS XR CAP 37,5MG C/30(C1)",SANOFI MEDLEY,18090355,80 CARTUCHOS,23407,2053/2019,27/03/2019,GUARULHOS,SP
161,"ALENTHUS XR CAP 37,5MG C/30(C1)",SANOFI MEDLEY,18090355,80 CARTUCHOS,23696,2053/2019,27/03/2019,GUARULHOS,SP
162,ALEVO,Supera Farma Laboratórios S.A,571011,20 cartuchos,125381,074-01074/2019,05/02/2019,São Gonçalo,RJ
163,ALEVO,Supera Farma Laboratórios S.A,615152,20 cartuchos,146830,031-06246/2019,13/10/2019,RIO DE JANEIRO,RJ
164,"ALFAST 0,544 MG/ML","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18060689,"1,00 CX",2227463,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
165,algestona acetofenida + enantato de estradiol,Mabra Farmacéutica,4KB61,60,114159,2019-025512655-001,31/05/2019,BELO HORIZONTE,MG
166,ALGINAC 1000 1 BL X 2 COMP AG,Merck SA.,BR106699,1.023 unidades,000.371.352,3971/2019,14/05/2019,São Paulo,SP
167,ALGINAC 1000 1 BL X 2 COMP AG,Merck SA.,BR106699,1.023 unidades,000.371.352,3971/2019,14/05/2019,SÃO PAULO,SP
168,ALGINAC RETARD COMPS - (2) AG TB BRA,Merck SA.,BR106744,792 unidades,000.371.352,3971/2019,14/05/2019,São Paulo,SP
169,ALGINAC RETARD COMPS - (2) AG TB BRA,Merck SA.,BR106744,792 unidades,000.371.352,3971/2019,14/05/2019,SÃO PAULO,SP
170,ALIMTA,ELI LILLY,C968656,10,18073,-,-,-,-
171,ALIMTA,ELI LILLY,C943581,3,18073,-,-,-,-
172,ALIVIUM 400MG COMP REV DISP BL 64X3,COSMED IND COSM MED S/A,B18K1184,12,-,-,-,-,-
173,ALIVIUM 400MG CT BL 10 CAP MOLE,Cosmed Ind Cosm Med S/A,B18L1664,660 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
174,ALIVIUM 400MG CT BL 20 CAP MOLE,Cosmed Ind Cosm Med S/A,B18J1891,216 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
175,ALIVIUM 600MG CAP GEL MOLE CT BL 2X5,Cosmed Ind Cosm Med S/A,B18G1107,660 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
176,ALIVIUM COMP REV 400 MG CT 1BL X 10,Cosmed Ind Cosm Med S/A,B18K1185,240 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
177,ALIVIUM COMP REV 600MG CT BL 2X5,COSMED IND COSM MED S/A,B18L0064,540,-,-,-,-,-
178,ALIVIUM GTS 20ML 100MG/ML OR,COSMED IND COSM MED S/A,B18L1225,5733,-,-,-,-,-
179,ALIVIUM SUSP 30MG/ML 100ML OR,Cosmed Ind Cosm Med S/A,B18M0010,60 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
180,ALIVIUM SUSP GTS 50MG/ML OR 30ML,Cosmed Ind Cosm Med S/A,B18L2249,468 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
181,ALLEGRA,SANOFI MEDLEY FARMACEUTICA LTDA,9RA02163,2,10054099,6997/2019,03/10/2019,CAPÃO REDONDO,SP
182,ALLEGRA D 10 CPR,SANOFI MEDLEY,9RA01480,120 CARTUCHOS,26625,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
183,ALLEGRA D 10 CPR,SANOFI MEDLEY,9RA01480,120 CARTUCHOS,26625,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
184,ALLEGRA PEDIATRICO SUSP 60ML,SANOFI MEDLEY,9RA00854,200 CARTUCHOS,26625,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
185,ALLEGRA PEDIATRICO SUSP 60ML,SANOFI MEDLEY,9RA00854,200 CARTUCHOS,26625,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
186,ALLESTRA 75/20MCG DRG BLX21 FLW,"ACHE LABORATORIOS FARMACÊUTICOSS.A",19010007,28 UNIDADE,1820003,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
187,ALLESTRA 75/20MCG DRG BLX63+FLW,"ACHE LABORATORIOS FARMACÊUTICOSS.A",19010012,28 UNIDADE,1820003,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
188,ALLESTRA 75/30MCG DRG BLX63 FLW,"ACHE LABORATORIOS FARMACÊUTICOSS.A",19020027,10 UNIDADE,1820003,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
189,"ALLEXOFEDRIN D 60+120MG 1BLTC/10C.REV",EMS,0Z4779,3,000274924,1093/2019,03/07/2019,SUMARÉ,SP
190,ALOPURINOL 100 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B771,06 UNIDADES,69047,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
191,ALOPURINOL 100 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B771,2 UNIDADES,69051,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
192,ALOPURINOL 100 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B771,15 UNIDADES,69053,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
193,ALOPURINOL 100 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B771,2 UNIDADES,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
194,ALOPURINOL 100MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18J21L,6,000112245-1,19E2141001099,22/03/2019,BONANÇA,PE
195,ALOPURINOL 100MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",18J20L,6,321134,2019-023672647-001,21.05.2019,BELO HORIZONTE,MG
196,ALOPURINOL 100MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",18J20L,6,321134,2019-023672647-001,21.05.2019,BELO HORIZONTE,MG
197,ALOPURINOL 100MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19C56P,3,000126690-1,19E2141003248,12.09.2019,CABO DE SANTO AGOSTINHO,-
198,ALOPURINOL 100MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19D21N,4,000129929-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
199,ALOPURINOL 300 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B769,06 UNIDADES,69047,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
200,ALOPURINOL 300 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B769,1 UNIDADES,69051,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
201,ALOPURINOL 300 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B769,6 UNIDADES,69082,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
202,ALOPURINOL 300 MG 30CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B769,2 UNIDADES,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
203,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18L746,5,000112254-1,19E2141001099,22/03/2019,BONANÇA,PE
204,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18L746,10,000112272-1,19E2141001099,22/03/2019,BONANÇA,PE
205,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18L746,5,000112289-1,19E2141001099,22/03/2019,BONANÇA,PE
206,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18L746,10,000112291-1,19E2141001099,22/03/2019,BONANÇA,PE
207,ALOPURINOL 300MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",19B768,2,350339,2019-028237260-001,15/06/2019,Brumadinho,MG
208,ALOPURINOL 300MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",19B214,5,336839,-,-,BASE TRANSPORTADORA,-
209,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19B034,10,000126690-1,19E2141003248,12.09.2019,CABO DE SANTO AGOSTINHO,-
210,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19C67L,6,000129929-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
211,ALOPURINOL 300MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19C67L,2,000129991-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
212,ALOPURINOL COMP 100 MG C/ 30,SANOFI MEDLEY,18100041,1617 CARTUCHOS,23386,2053/2019,27/03/2019,GUARULHOS,SP
213,ALOPURINOL COMP 100 MG C/ 30,SANOFI MEDLEY,18100041,1155 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
214,Alprazolam,REPRESS DIST. MED. EIRELI,0U5957,02 caixas,150232,1198/2019,13/03/2019,Butanta,SP
215,"ALPRAZOLAM COMP 0,25MG C/30 (B1)",SANOFI MEDLEY,9KP01406,462 CARTUCHOS,23470,2053/2019,27/03/2019,GUARULHOS,SP
216,ALPRAZOLAM2MG(Bl)COMPC/30GEN,LABORATÓRIO TEUTO  BRASILEIRO,3915085,800 UNIDADES,629638,13700819081523000,15/08/2019,CIDADE PROFESSOR JAMIL,-
217,AMARYL 3MG 30CPR,SANOFI MEDLEY,846969,120 CARTUCHOS,23501,2053/2019,27/03/2019,GUARULHOS,SP
218,AMARYL 6 MG 30 CPR,SANOFI MEDLEY,9RA00167,35 CARTUCHOS,23501,2053/2019,27/03/2019,GUARULHOS,SP
219,AMBROXMEL 3MG/ML XPE FR 120ML,"CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1907673,4 unidades,326835,2019-028237260-001,15/06/2019,BRUMADINHO,MG
220,AMBROXMEL 6MG/ML XPE FR 120ML,"CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1906704,4 unidades,326835,2019-028237260-001,15/06/2019,BRUMADINHO,MG
221,AMBROXMEL 6MG/ML XPE FR 120ML,"CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1906704,6 unidades,326979,2019-028237260-001,15/06/2019,BRUMADINHO,MG
222,"AMBROXMEL SPR FR 30ML X 12 SBRMEL/EUC","CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1905403,1 unidade,326835,2019-028237260-001,15/06/2019,BRUMADINHO,MG
223,"AMOX+CLAV 875MG+125MG 1 FRCVX20CPR REV",CELLERA FARMACÊUTICA S.A.,597951,105 CTs,000208868-3,1343/2019,06/02/2019,ITAPEVA,MG
224,"AMOX+CLAV PO SUS 400MG+57MG/5MLFRVX70ML",CELLERA FARMACÊUTICA S.A.,594052,384 CTs,000208852-3,1343/2019,06/02/2019,ITAPEVA,MG
225,"AMOX+CLAV PO SUS 400MG+57MG/5MLFRVX70ML",CELLERA FARMACÊUTICA S.A.,594052,192 CTs,000208806-3,1343/2019,06/02/2019,ITAPEVA,MG
226,"AMOX+CLAV PO SUS 400MG+57MG/5MLFRVX70ML",CELLERA FARMACÊUTICA S.A.,594052,64 CTs,000208868-3,1343/2019,06/02/2019,ITAPEVA,MG
227,"AMOX+CLAV PO SUS 400MG+57MG/5MLFRVX70ML",CELLERA FARMACÊUTICA S.A.,594052,960 CTs,000208867-3,1343/2019,06/02/2019,ITAPEVA,MG
228,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",PRATI DONADUZZI & CIA LTDA,18J791,10,000112222-1,19E2141001099,22/03/2019,BONANÇA,PE
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
229,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",PRATI DONADUZZI & CIA LTDA,18J791,6,000112245-1,19E2141001099,22/03/2019,BONANÇA,PE
230,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",PRATI DONADUZZI & CIA LTDA,19A512,4,000113305-1,19E2141001247,02/04/2019,PAUDALHO,PE
231,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,6 UNIDADES,69082,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
232,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,3 UNIDADES,69083,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
233,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,1 UNIDADE,69085,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
234,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,6 UNIDADES,69087,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
235,"AMOXI+CLAVUL 400+57MG/5ML SUS VD70ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,1 UNIDADE,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
236,70ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D32B,3 UNIDADES,69088,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
237,AMOXICILINA (G),EUROFARMA,624875,1,3143599,2019/856302,23/07/2019,SÃO JOSE DOS PINHAIS,PR
238,"AMOXICILINA + CLAVULANATO 1,2G","AUROBINDO PHARMA INDUSTRIAFARMACEUTICA LTDA",DM0119010A,100 CAIXAS,52622,059-10834/2019,12/07/2019,DUQUE DE CAXIAS,RJ
239,AMOXICILINA 250MG/5ML GEN SUS,"UNIÃO QUÍMICA FARMACÊUTICA NACIONALS/A",1916681,175 UN.,167759,953/2019,27/06/2019,CRAVINHOS,SP
240,AMOXICILINA 500MG 21 CAPS,PRATI DONADUZZI & CIA LTDA,18L730,6,000112335-1,19E2141001099,22/03/2019,BONANÇA,PE
241,AMOXICILINA 500MG 21 CAPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C29G,24 UNIDADES,69030,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
242,AMOXICILINA 500MG 21 CAPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C29G,6 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
243,AMOXICILINA 500MG 21 CAPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C29G,36 UNIDADES,69048,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
244,AMOXICILINA 500MG 21 CAPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C29G,12 UNIDADES,69089,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
245,AMOXICILINA 500MG 21 CAPS,PRATI DONADUZZI & CIA LTDA,19E210,20,000129991-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
246,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69028,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
247,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,10 UNIDADES,69030,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
248,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,3 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
249,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69047,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
250,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69048,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
251,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,1 UNIDADE,69050,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
252,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,1 UNIDADES,69051,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
253,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69055,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
254,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69057,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
255,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,1 UNIDADE,69103,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
256,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69108,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
257,AMOXICILINA 500MG 28X10 CAPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B718,2 UNIDADES,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
258,AMOXICILINA 500MG 2BLT C/15 CAP-LG,EMS,0V6030,50,1476540,2019/485877,23/04/2019,CURITIBA,PR
259,AMOXICILINA 500MG C/21CAP/MTB,DISLAB - GO,1G6058,15UN,191094,1550/2019,04/10/2019,EMBU DAS ARTES,SP
260,AMOXICILINA 50MG ML SUP VD 60 ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E68D,12 UNIDADES,69108,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
261,AMOXICILINA 50MG/ML SUS VD 150ML,PRATI DONADUZZI & CIA LTDA,18K68M,4,000112289-1,19E2141001099,22/03/2019,BONANÇA,PE
262,AMOXICILINA 50MG/ML SUS VD 150ML,PRATI DONADUZZI & CIA LTDA,18K68M,2,000112291-1,19E2141001099,22/03/2019,BONANÇA,PE
263,AMOXICILINA 50MG/ML SUS VD 150ML,PRATI DONADUZZI & CIA LTDA,18K68M,25,000112347-1,19E2141001099,22/03/2019,BONANÇA,PE
264,AMOXICILINA 50MG/ML SUS VD 150ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C136,6 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
265,AMOXICILINA 50MG/ML SUS VD 150ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C136,8 UNIDADES,69050,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
266,AMOXICILINA 50MG/ML SUS VD 150ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C136,12 UNIDADES,69083,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
267,AMOXICILINA 50MG/ML SUS VD 150ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19C136,12 UNIDADES,69090,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
268,AMOXICILINA 50MG/ML SUS VD 60ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E68D,12 UNIDADES,69050,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
269,AMOXICILINA 50MG/ML SUS VD 60ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E68D,12 UNIDADES,69050,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
270,AMOXICILINA 50MG/ML SUS VD 60ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E68D,6 UNIDADES,69083,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
271,AMOXICILINA 50MG/ML SUS VD 60ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E68D,50 UNIDADES,69084,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
272,AMOXICILINA 50MG/ML SUS VD 60ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E686,50 UNIDADES,69087,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
273,AMOXICILINA CAPSULA 500MG C/ 15,SANOFI MEDLEY,18051185,180 CARTUCHOS,23532,2053/2019,27/03/2019,GUARULHOS,SP
274,AMOXICILINA CAPSULA 500MG C/ 15,SANOFI MEDLEY,18051185,300 CARTUCHOS,23470,2053/2019,27/03/2019,GUARULHOS,SP
275,AMOXICILINA CAPSULA 500MG C/ 30,SANOFI MEDLEY,18080036,180 CARTUCHOS,23409,2053/2019,27/03/2019,GUARULHOS,SP
276,AMOXICILINA CAPSULA 500MG C/ 30,SANOFI MEDLEY,18080036,120 CARTUCHOS,23532,2053/2019,27/03/2019,GUARULHOS,SP
277,AMOXICILINA SUSP 500MG/5MLFR C/150ML,EMS,0Y4397,30,1476540,2019/485877,23/04/2019,CURITIBA,PR
278,"AMOXICILINA SUSPENSAO 50MG/ML 60ML(G) (PRATI DONADUZZI)",DIMASTER,19F92K,50 FR,201053,0711988/2019-BO-00605.2019.0006130,31/10/2019,DESCONHECIDO,-
279,AMPICILINA 50 MG ML SUSP PL 150 ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D548,5 UNIDADES,69053,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
280,AMPICILINA 50 MG ML SUSP PL 150 ML,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D548,1 UNIDADE,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
281,AMPICILINA 500MG 12 CAPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19B805,5 UNIDADES,69053,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
282,AMPICILINA 500MG 21 CAPS,PRATI DONADUZZI & CIA LTDA,18H378,2,000112254-1,19E2141001099,22/03/2019,BONANÇA,PE
283,AMPICILINA 50MG/ML SUS PL 150ML,PRATI DONADUZZI & CIA LTDA,18J85L,4,000112245-1,19E2141001099,22/03/2019,BONANÇA,PE
284,AMPICILINA 50MG/ML SUS PL 150ML,PRATI DONADUZZI & CIA LTDA,19G627,4,000129954-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
285,AMPLICTIL 100MG 2X10 CPRREV (C1),SANOFI MEDLEY,9RA00237,120 CARTUCHOS,2918,2053/2019,27/03/2019,GUARULHOS,SP
286,AMPLICTIL 100MG 2X10 CPRREV (C1),SANOFI MEDLEY,9RA00237,240 CARTUCHOS,2920,2053/2019,27/03/2019,GUARULHOS,SP
287,AMPLICTIL 100MG 2X10 CPRREV (C1),SANOFI MEDLEY,9RA01554,360 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
288,AMPLICTIL 100MG 2X10 CPRREV (C1),SANOFI MEDLEY,9RA01554,360 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
289,AMPLICTIL 25MG 1X20 CPRREV (C1),SANOFI MEDLEY,9RA00236,120 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
290,AMPLICTIL 25MG 1X20 CPRREV (C1),SANOFI MEDLEY,9RA00236,120 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
291,AMPLICTIL GTS 4% 20ML (C1),SANOFI MEDLEY,9RA00542,96 CARTUCHOS,2920,2053/2019,27/03/2019,GUARULHOS,SP
292,AMPLICTIL GTS 4% 20ML (C1),SANOFI MEDLEY,9RA00542,48 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
293,AMPLICTIL GTS 4% 20ML (C1),SANOFI MEDLEY,9RA00542,48 CARTUCHOS,3385,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
294,"AMPLIUM G CR VAG BG 80G 12X1 C/ 14APLIC",Cosmed Ind Cosm Med S/A,B18L0728,84 UN,000615985-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
295,AMYTRIL,Supera Farma Laboratórios S.A,19030120,30 cartuchos,146830,031-06246/2019,13/10/2019,RIO DE JANEIRO,RJ
296,AMYTRIL,Supera Farma Laboratórios S.A,19040169,30 cartuchos,146830,031-06246/2019,13/10/2019,RIO DE JANEIRO,RJ
297,AMYTRIL,Supera Farma Laboratórios S.A,19040111,20 cartuchos,146830,031-06246/2019,13/10/2019,RIO DE JANEIRO,RJ
298,ANDANTOL GEL BGX40G,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1900349,2 UNIDADE,1822515,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
299,ANDES,Supera Farma Laboratórios S.A,635368,100 cartuchos,154336,1369/2019,29/10/2019,Campinas,SP
300,ANDES,Supera Farma Laboratórios S.A,635127,100 cartuchos,154336,1369/2019,29/10/2019,Campinas,SP
301,ANESTÉSICO LOCAL SSWHITE 100,S.S.WHITE ARTIGOS DENTÁRIOS LTDA,1060919,120 CAIXAS COM 50 TUBETES,69323,918-00463/2019,17/10/2019,DUQUE DE CAXIAS,RJ
302,ANESTÉSICO LOCAL SSWHITE 100,S.S.WHITE ARTIGOS DENTÁRIOS LTDA,1080919,1.500 CAIXAS COM 50 TUBETES,69403,918-00463/2019,17/10/2019,DUQUE DE CAXIAS,RJ
303,"ANFOTERICINA B - 5MG/ML F/A 20MLCOMPLEXO LIPIDICO",TEVA,8210A,23 FRASCOS/AMPOLAS,6275,39865984,12/06/2019,AEROPORTO DE VITORIA,-
304,ANGIPRESS 50MG COM BLX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1816894,72 UNIDADE,1819479,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
